Event year,landslide category,landslide trigger,landslide size,fatality_count,injury_count,longitude (decimal degrees),latitude (decimal degrees)
2010,1,10,200,0,0,76.2728,12.9711
2010,1,30,200,0,0,108.7103,15.2074
2010,1,30,200,0,0,93.4221,24.7505
2012,2,20,300,25,0,142.9354,-5.8556
2015,1,20,200,0,0,94.0489,25.4477
2014,2,30,200,0,0,-116.9746,33.8294
2013,1,10,200,0,0,125.3731,11.8006
2015,1,20,200,0,0,84.8711,28.1881
2016,1,10,200,0,0,109.475,-7.5532
2014,1,20,200,0,0,125.0676,6.4737
2012,1,30,200,0,0,76.803,9.7285
2013,1,20,200,0,0,94.5808,26.284
2012,1,30,200,0,0,91.7351,26.149
2011,1,30,200,0,0,93.4093,25.0672
2013,1,10,200,0,0,78.5017,30.3797
2008,2,30,300,8,0,-75.576,6.217
2011,1,30,200,0,0,123.596,9.2038
2008,1,10,200,0,0,-75.639,6.08
2014,1,20,100,3,1,-72.2085,19.7698
2008,1,10,200,2,0,75.72,25.08
2015,1,20,200,0,0,94.1016,24.1988
2011,1,30,200,0,0,-43.1105,-22.233
2008,1,30,200,3,0,41.5061,37.9472
2015,1,20,200,0,0,116.5515647,6.050341784
2012,1,30,300,0,0,125.0704,11.7148
2013,1,30,300,13,0,79.0544,30.6945
2008,2,30,100,0,0,-121.611,39.87
2010,2,30,200,0,0,137.8163,35.2507
2008,1,10,100,0,0,-73.6385,42.7404
2010,1,30,200,0,0,-65.4614,-17.9642
2007,1,10,200,0,0,83.6666,28.2168
2011,1,10,200,0,0,77.3913,31.0766
2013,2,10,200,0,0,-119.3106,52.9903
2010,1,30,200,0,0,-43.1861,-22.9428
2009,2,30,300,0,0,15.5555,38.1923
2011,1,30,200,0,0,101.6235,3.0665
2011,1,30,200,0,0,121.0874,-2.7571
2012,1,30,200,0,0,106.8416895,-6.250474027
2013,2,30,200,0,0,-115.4953,43.2804
2016,1,30,300,3,0,125.4911931,3.615081882
2009,1,30,200,42,0,76.6939,11.4098
2011,1,30,100,0,0,-84.4536,39.0189
2010,1,30,200,0,0,100.3467,-0.4777
2013,2,30,100,0,0,-84.4756,39.1226
2014,2,30,200,0,0,75.0922,32.9411
2010,1,30,200,5,0,-75.0167,5.45
2013,1,30,200,0,0,82.1482,29.5326
2012,1,30,200,0,0,75.5227,32.3682
2010,2,30,100,0,0,-117.6705,33.4581
2013,1,30,200,0,0,73.0207,19.1711
2010,1,30,200,5,0,-34.9029,-8.0011
2016,1,30,200,7,0,146.4261,-6.7663
2011,1,10,200,0,0,9.6857,4.0391
2010,1,30,200,0,0,-123.1034,40.7659
2013,1,10,300,0,0,34.7716,-0.6772
2010,2,30,200,6,0,-72.8973,-15.2086
2011,2,30,100,0,0,-122.4396,47.223
2011,1,10,200,0,0,123.8639,10.3622
2008,1,20,200,0,0,124.5528,12.1969
2013,2,10,200,0,0,-89.2025,41.2581
2010,1,30,200,0,0,-123.0315,40.7397
2014,2,30,100,6,7,-91.7671,15.4918
2013,2,30,200,0,0,-120.6576,48.3122
2014,1,10,100,0,0,-84.252,9.9643
2013,1,10,200,1,0,73.2235,35.2746
2011,2,30,200,0,0,-122.4971,48.0943
2010,2,30,200,2,0,-89.8207,15.4168
2015,2,10,100,0,0,-82.1825,8.8543
2007,1,10,200,0,0,121.1167,16.8333
2011,1,30,200,7,0,124.9667,11.3
2010,1,30,100,0,0,-123.4541,48.749
2010,2,40,200,0,0,-110.2674,49.6603
2013,1,30,200,0,0,76.5959,11.3192
2011,2,30,100,0,0,-123.1691,45.8753
2016,1,10,200,0,0,125.4938591,3.588727623
2010,1,30,200,0,0,88.0446,27.7276
2014,1,30,100,0,1,100.9953,13.3703
2011,1,30,200,0,0,-72.924,6.0061
2011,1,10,200,4,0,101.3782,-0.5713
2013,1,30,200,0,0,76.9517,8.4863
2010,2,30,200,2,0,-75.5758,6.2674
2011,2,30,100,0,0,-122.4957,47.5817
2014,2,30,200,1,1,8.0499,45.576
2008,1,10,200,0,0,-9.43,52.438
2011,2,30,100,0,0,18.3497,-34.0298
2010,1,30,200,2,0,133.104,35.4888
2016,1,10,200,0,0,-123.7976,39.6942
2015,1,30,200,0,0,-123.796,46.978
2008,2,30,300,0,0,113.02,25.79
2014,1,20,200,9,0,103.1552,26.1095
2010,1,30,200,5,0,-90.5214,14.6808
2012,1,30,100,0,0,-124.1308,41.88
2008,2,10,100,0,0,-71.9677,44.146
2010,1,30,200,1,0,84.8603,27.6041
2013,1,30,300,0,0,94.25,27.8776
2007,1,10,300,23,0,73.8319,34.5625
2012,1,30,200,6,0,118.7483,26.6057
2014,1,20,200,0,0,-84.8064,12.3511
2010,1,30,200,2,0,113.6385,35.6804
2010,1,30,200,0,0,77.1792,30.9546
2010,2,30,100,0,0,-121.9396,37.0456
2015,1,20,200,0,0,120.6852,16.3798
2010,1,30,200,0,0,-43.1081,-22.8943
2011,1,30,200,0,0,-121.5189,36.009
2016,1,30,200,0,0,74.8586,12.8157
2010,1,30,200,0,0,-76.5222,3.4205
2012,1,10,200,0,0,-123.7121,44.0106
2007,1,30,300,0,0,104.95,32.4167
2013,1,10,200,0,0,-82.4902,37.4996
2012,1,30,300,0,0,91.7356,26.1475
2015,1,10,200,0,0,-91.1344,14.744
2009,2,30,100,0,0,-121.675,36.1657
2008,1,30,200,0,0,124.264,13.6862
2016,2,30,200,1,0,3.3561,6.6265
2008,1,40,200,0,0,75.2006,33.2537
2011,1,30,100,0,0,120.7084,16.3562
2014,2,10,200,0,0,41.5897,43.8608
2011,2,30,200,0,0,-72.4908,7.9467
2013,2,20,200,0,0,93.487,24.9037
2010,2,30,100,0,0,-117.2959,34.1608
2014,1,30,200,2,0,141.0171,45.3532
2010,1,30,200,5,0,84.95,28.05
2013,1,10,300,0,0,108.1008,-6.9758
2008,1,10,200,0,0,153.2298,-28.0667
2014,1,30,200,0,0,0.134,51.4635
2016,1,20,200,0,0,82.283,29.5679
2015,1,30,200,3,5,105.9839,22.7672
2013,2,30,200,0,0,132.1561,34.8442
2011,1,20,200,0,0,81.12046509,6.957291003
2010,1,30,100,0,0,-80.0284,40.4127
2011,1,30,100,0,0,-82.548,38.544
2011,1,30,100,0,0,-61.6871,12.1353
2007,1,30,200,0,0,72.592,37.576
2016,1,30,200,0,0,174.7033,-36.5438
2013,1,30,100,0,0,-105.3742,40.6558
2010,2,30,100,0,0,-82.7353,38.9632
2009,1,30,200,0,0,-2.5808,56.5622
2010,1,30,200,0,0,48.4594,40.6183
2012,2,30,200,0,0,-136.5506,60.8228
2013,1,10,200,0,0,35.8907,-3.3784
2015,1,20,200,0,0,93.9827,25.4538
2008,1,10,200,0,0,-117.2619,32.8464
2016,2,10,200,0,0,-120.2137,47.919
2010,1,30,200,0,0,48.6742,41.2092
2016,1,30,300,1,0,130.5807,32.6848
2016,2,30,200,1,0,147.7119686,-8.907973013
2013,1,30,200,0,0,94.3864,26.1147
2012,1,30,200,0,0,30.8833,-30.05
2015,1,30,200,3,1,81.7097,28.8425
2008,1,10,200,6,0,67.3833,29.7
2010,1,10,200,0,0,-71.8158,42.7679
2010,2,30,100,0,0,-117.2527,32.8471
2014,1,10,100,0,0,43.5285,42.0291
2013,1,30,300,0,0,109.4875,36.5851
2011,1,40,200,0,0,75.1827,33.3037
2015,1,20,200,0,0,-79.2073,-4.0094
2007,1,10,100,0,0,-122.3494,38.4909
2010,1,10,200,0,0,26.5227,45.385
2010,1,30,200,0,0,77.0965,30.9035
2010,1,30,200,0,0,-43.0159,-22.9139
2012,1,30,200,0,0,124.8834,11.7833
2014,1,20,100,0,0,-84.8163,12.3487
2011,2,30,100,0,0,-80.64,40.6006
2013,2,30,200,0,0,35.2843,1.1971
2011,2,30,200,0,0,-84.6165,39.0639
2010,2,30,200,3,0,-87.227,14.0783
2008,2,10,100,0,0,-122.197,47.5023
2010,1,10,200,0,0,18.5333,44.4
2011,1,30,200,3,0,81.2519,29.0396
2011,1,30,100,0,0,-61.699,12.1979
2011,1,30,200,0,0,-122.5801,37.9797
2013,1,30,200,0,0,81.6631,29.1309
2011,1,30,200,0,0,126.4037,8.0539
2007,2,30,200,3,0,92.1453,22.6368
2016,2,30,100,0,0,85.2178,28.0336
2012,2,30,200,0,0,-120.8718,46.79
2015,1,10,200,2,0,91.8138,22.3496
2010,1,30,200,0,0,106.765,-6.6367
2007,2,10,100,0,0,-118.2974,34.1364
2011,1,30,200,0,0,-122.6505,45.4828
2010,1,30,200,9,0,119.0419,29.6088
2013,1,10,300,0,0,34.6812,-0.8425
2010,1,30,200,0,0,29.9166,0.4056
2013,1,10,200,0,0,125.0969,7.7344
2007,1,10,200,0,0,88.6236,27.3425
2010,1,30,200,0,0,85.1505,27.509
2015,1,10,100,0,0,-89.0537,14.481
2008,1,10,200,4,0,109.0338,-6.8644
2007,1,10,200,5,0,83.7438,28.3323
2011,2,30,200,0,0,-122.2554,47.2218
2015,1,30,200,0,0,83.2414,19.316
2013,1,30,200,0,0,-81.6019,36.0518
2010,1,30,200,0,0,-43.2014,-22.9553
2011,1,30,200,1,0,84.033,28.0004
2013,1,30,200,0,0,116.6928,5.9872
2010,1,30,200,0,0,-1.7936,53.4128
2010,1,10,100,0,0,-111.8224,40.7134
2010,1,30,200,0,0,107.9422,-7.0727
2012,1,30,200,2,0,34.25,1.2337
2011,1,40,200,0,0,75.8101,33.1804
2010,1,30,200,0,0,-61.344,15.4004
2010,2,30,100,0,0,-117.3024,34.1102
2015,2,10,200,0,0,-122.1737,47.3012
2015,2,10,200,0,0,-80.6061,39.838
2010,1,30,200,0,0,88.4441,26.944
2009,1,30,200,0,0,116.4916,6.022
2008,1,10,200,1,0,112.5827,-7.0678
2013,1,10,200,6,0,121.6631,38.8946
2016,1,20,200,0,0,75.43929097,33.13296295
2010,1,30,200,0,0,34.3243,0.9699
2015,2,10,300,0,0,-122.1529,45.5737
2008,1,10,200,0,0,100.9368,-0.4475
2010,1,30,200,0,0,108.1156,-7.0528
2014,2,30,200,0,0,-122.2019,47.98
2015,2,30,100,0,0,-82.7776,37.6824
2008,1,30,200,16,0,104.5,31.8
2011,1,30,200,0,0,77.1586,32.0996
2016,2,30,200,0,0,73.02,19.1869
2016,2,30,100,1,0,39.9081,40.8167
2013,1,30,200,0,0,75.1915,32.9913
2013,1,10,200,0,0,104.3877,33.3422
2011,2,30,200,0,0,-90.2006,38.8994
2010,1,30,200,1,0,-66.893,10.5129
2010,2,30,200,0,0,16.1901,38.708
2011,1,30,200,0,0,112.5473,2.5871
2011,1,10,100,0,0,76.1147,13.1819
2016,1,10,300,0,0,125.4875345,3.484563889
2011,2,10,100,0,0,-158.05,21.4782
2016,1,20,200,0,5,78.4375,30.9753
2016,2,30,200,0,0,121.0217,22.6522
2010,1,30,200,0,0,174.8229,-41.3318
2014,1,20,300,4,0,106.8,-6.6
2007,1,10,200,3,0,81.3098,29.356
2013,1,30,200,0,0,79.3628,30.301
2013,2,30,200,0,0,-116.6396,33.7165
2010,1,30,200,0,0,152.446,-29.4884
2009,2,30,200,0,0,-77.7172,-7.8058
2014,2,10,200,0,0,-93.8457,44.5768
2014,2,10,200,0,0,95.8044,29.7929
2009,2,30,300,12,0,72.8899,19.0949
2011,2,30,200,1,0,34.3652,0.9068
2009,1,30,200,2,0,111.5441,-7.7434
2013,2,30,100,0,0,-91.5929,44.0222
2010,1,30,200,0,0,-87.966,35.2995
2014,1,30,200,0,0,95.3576,5.8597
2011,1,10,200,0,0,76.9354,11.2993
2010,1,30,100,0,0,-3.5713,50.4374
2014,1,10,100,1,3,122.8157,7.9978
2010,1,30,200,0,0,116.2837,6.0638
2014,1,10,100,0,0,91.7998,26.1985
2008,2,10,100,0,0,-84.5289,39.0447
2013,1,30,200,0,0,94.1139,25.6269
2011,2,30,200,0,0,8.1055,61.1082
2014,2,30,300,2,0,44.511,42.7234
2011,2,30,100,0,0,-84.426,39.1645
2015,2,40,200,0,0,-82.8934,36.9822
2010,1,30,200,4,0,121.6386,16.6619
2013,1,10,100,0,0,-79.774,40.4213
2013,1,30,200,0,0,72.0106,41.6518
2016,1,30,200,54,0,29.8033,-1.7101
2016,2,30,200,0,0,73.4746,40.2209
2015,2,20,100,0,0,-114.7462,49.8607
2010,1,30,200,0,0,8.5282,44.4197
2009,1,30,200,1,0,107.6621,-7.4657
2007,2,10,200,0,0,-107.8818,39.9425
2013,1,30,200,0,0,112.0786,2.8961
2014,1,30,300,0,0,101.6805,3.1556
2010,2,30,200,0,0,-61.0752,46.3611
2011,1,30,200,0,0,-123.0025,38.9838
2015,1,40,200,0,0,-121.6707,47.4427
2014,2,20,100,0,0,-93.2659,44.9817
2015,1,30,300,0,0,-79.4487,9.0417
2011,1,30,200,2,0,76.9313,31.7077
2012,1,30,200,0,0,-106.3146,39.3745
2011,1,30,200,5,0,82.4712,28.799
2013,2,30,200,0,0,-115.4894,43.3359
2011,2,10,100,0,0,-119.9613,47.8309
2012,1,30,200,0,0,26.2009,41.7592
2010,1,30,200,0,0,-43.1127,-22.8948
2016,1,30,200,0,0,34.3427,1.0529
2015,1,20,200,0,0,74.6566,33.9344
2011,2,30,300,11,0,-73.9743,5.8044
2014,2,30,100,0,0,-106.6046,35.2351
2015,1,10,200,0,0,-92.7439,17.3768
2012,1,30,200,4,0,79.5605,30.6594
2011,1,30,200,0,0,122.8812,9.5497
2010,1,30,200,0,0,78.2114,31.4582
2010,1,30,100,0,0,-122.7713,45.5686
2012,1,10,200,0,0,179.0421,-16.6037
2012,1,30,200,0,0,83.6349,27.828
2014,1,10,100,0,0,-83.9316,9.8895
2006,1,30,100,0,0,-122.2374,47.5309
2013,1,30,200,0,0,77.3737,31.5375
2008,1,10,200,0,0,75.0944,32.5659
2015,1,30,100,0,0,88.4314,26.9974
2013,1,10,300,1,0,36.1529,-0.9789
2010,2,10,100,0,0,-111.5443,39.9243
2011,1,30,200,0,0,-73.1219,-12.3325
2007,2,10,200,0,0,-118.4948,35.1368
2011,2,30,200,4,0,43.4889,42.0603
2008,1,30,200,1,0,80.45,6.2167
2016,1,30,100,0,0,175.6348,-37.1577
2015,2,10,200,0,0,-82.0927,37.6322
2010,1,30,200,0,0,125.6678,6.2644
2013,1,30,200,0,0,122.8211,9.3591
2007,1,10,200,0,0,121.3088,14.4882
2013,1,30,200,0,0,122.3435,7.4943
2008,1,10,200,0,0,77.16,31.1
2007,1,10,200,3,0,94.0564,24.4279
2016,1,10,100,0,0,82.5725,25.4941
2010,1,30,200,0,0,147.1399,-36.9829
2009,1,30,200,0,0,-4.7485,56.1956
2015,2,10,100,0,0,-119.4471,49.9745
2013,1,30,200,0,0,84.6663,27.5
2010,1,30,200,0,0,78.3475,30.6785
2010,1,30,200,0,0,36.7667,-1
2010,1,30,200,0,0,80.126,29.36
2016,2,30,100,0,0,-121.2766549,50.39136664
2011,1,30,200,2,0,126.991,34.8679
2012,1,30,200,0,0,130.2964,32.6635
2015,2,10,200,0,0,-123.762,46.9483
2013,1,10,200,0,0,123.2547,10.5641
2016,1,10,200,0,0,-1.8649,50.7181
2011,1,30,200,1,0,68.78,38.5367
2007,1,10,200,0,0,123.3667,13.4
2011,2,10,300,0,0,-121.6494,49.305
2016,1,30,300,0,0,-95.2098,49.8063
2008,1,10,200,0,0,125.1251,10.1831
2007,1,10,200,10,0,103.566,28.2785
2010,1,30,200,0,0,-123.0565,44.9216
2008,1,30,200,0,0,107.5614,-7.1283
2010,1,30,200,0,0,-43.2076,-22.9397
2013,1,10,200,0,0,94.9275,26.8727
2010,1,30,200,2,0,-74.8055,4.3013
2009,1,10,200,1,0,137,-4.3333
2013,1,20,200,0,1,123.8799,10.3351
2010,1,30,200,0,0,93.7273,27.0011
1998,2,30,100,0,0,-122.5584,47.3462
2009,1,30,100,0,0,101.7686,3.1868
2013,1,30,200,0,0,86.3499,27.7898
2011,1,30,200,0,0,-42.7169,-22.2173
2010,2,30,200,0,0,100.5049,7.0519
2012,1,10,200,0,0,-4.1122,56.3907
2013,1,10,200,0,0,79.6805,29.5935
2014,1,30,200,1,2,92.7463,23.7327
2011,1,30,200,0,0,76.9006,9.8012
2011,1,30,200,0,0,74.6624,14.0354
2009,2,20,200,5,0,-75.5299,2.5384
2011,2,30,200,3,0,-43.1828,-22.4891
2014,2,10,100,6,0,140.7284,39.6844
2012,1,30,200,1,0,120.4286,-9.9231
2010,1,30,100,0,0,-117.1324,33.9385
2013,1,30,100,0,0,123.8667,10.2833
2007,1,30,200,0,0,-78.951,-4.065
2008,1,30,200,0,0,123.8852,10.3472
2010,1,30,200,0,0,118.1817,26.6375
2011,1,30,200,0,0,77.3916,31.0766
2011,2,10,100,0,0,-152.2806,57.6111
2012,1,10,200,1,0,106.7895,-6.5817
2012,1,10,200,0,0,-60.6372,11.2027
2015,1,20,200,0,0,74.4016,34.0978
2011,1,30,300,0,0,124.3099,13.8758
2007,1,10,200,8,0,73.7667,33.8667
2010,1,30,200,0,0,48.6376,38.6627
2013,1,30,200,0,0,80.2214,29.58
2011,2,30,200,0,0,-77.0874,38.907
2013,1,10,300,0,0,107.6169,-6.8907
2013,1,30,200,0,0,88.708,27.3721
2012,1,30,200,0,0,75.234,33.241
2015,1,20,100,3,4,73.347,18.7632
2014,1,20,200,1,0,83.1202,28.4333
2010,1,30,200,0,0,83.2497,28.1171
2012,1,20,100,0,0,-122.7082,45.5249
2010,1,30,200,0,0,-43.0731,-22.8888
2010,1,30,200,1,0,109.2608,25.0699
2013,1,10,200,7,0,81.7086,28.8519
2010,1,30,200,0,0,148.4943,-21.1313
2008,1,30,200,1,0,115.89,28.67
2010,1,30,200,0,0,-43.1809,-22.8222
2012,1,10,200,1,0,92.0076,21.443
2016,2,30,200,0,0,71.4913,40.0042
2011,1,30,200,0,0,-76.6852,18.1689
2011,2,10,100,0,0,-122.2558,47.2265
2013,1,10,200,0,0,80.6201,7.4685
2011,1,10,200,0,0,98.31365118,16.58074281
2011,1,30,200,0,0,-123.8213,44.4017
2014,1,20,200,0,0,-84.7932,12.352
2015,1,30,200,0,0,76.7622,31.3237
2013,2,10,100,0,0,-85.1789,35.2865
2015,2,30,200,3,0,-70.1827,-22.0734
2015,1,40,200,0,0,75.1969,33.3343
2012,1,30,200,7,0,123.3032,8.4984
2011,1,10,200,0,0,-106.9562,44.7972
2010,1,30,200,0,0,94.8158,26.1984
2012,2,10,200,0,0,-122.3005,47.8085
2011,2,10,100,0,0,-114.0149,47.7851
2016,1,20,200,5,0,92.4943,24.4638
2009,2,30,200,0,0,28.9759,41.0124
2011,1,30,200,0,0,106.7233,-6.9697
2010,1,30,200,2,0,-66.9323,10.5029
2010,1,30,200,0,0,-44.1285,-22.7474
2011,1,30,100,0,0,-122.709,45.523
2010,1,30,200,0,0,118.0076,24.5629
2016,1,10,100,0,0,143.4171,-38.0195
2009,2,30,200,4,0,100.9417,6.8241
2009,1,30,200,0,0,125.0069,1.2449
2011,1,10,200,0,0,-75.5271,5.0569
2010,2,30,200,0,0,115.8468,-31.9554
1997,1,30,200,0,0,-122.3848,47.6357
1998,1,30,100,0,0,-123.5676,45.2231
2013,1,30,200,0,0,83.3742,28.3328
2010,1,30,200,0,0,-72.9303,7.6213
2011,1,30,200,0,0,35.2693,33.2059
2011,1,30,200,0,0,-124.0538,44.6811
2015,1,30,200,8,0,106.657,26.6017
2010,1,30,200,0,0,-43.3057,-22.9229
2011,1,30,200,0,0,-122.722,45.5285
2007,1,10,200,7,0,108.1536,29.3014
2015,2,10,200,0,0,-88.0271,43.024
2016,1,10,200,0,0,121.1891,17.4038
2010,1,30,200,1,0,122.03,16.95
2011,1,10,200,7,0,97.9422,17.9683
2009,1,10,200,0,0,74.0478,14.9935
2013,1,10,200,0,0,-122.3046,47.9476
2010,1,30,200,6,0,109.4807,28.5716
2016,1,30,200,0,0,122.5363,10.7886
2008,1,30,200,0,0,-130.254,54.3242
2015,1,30,200,0,0,34.7225,0.0515
2010,1,30,200,0,0,92.74128531,23.75406693
2012,1,30,200,0,0,68.4119,30.4581
2010,2,30,100,0,0,-117.4803,51.4643
2015,1,30,200,0,0,-79.4882,9.0772
2009,1,30,200,1,0,37.2,-0.4333
2015,1,40,200,0,0,25.2549,41.683
2016,1,10,200,0,0,124.7126,6.2793
2010,1,30,200,0,0,84.0907,28.1605
2015,1,30,200,0,0,-79.4944,9.0688
2011,1,30,200,0,0,152.3855,-28.0605
2007,1,10,300,0,0,116.5956,5.9975
2011,2,30,100,0,0,-122.4242,37.6084
2011,1,30,200,1,0,75.3278,33.1617
2010,1,30,200,0,0,94.803,26.0814
2016,2,10,200,0,0,-122.3856,47.7651
2010,2,30,200,0,0,145.6841,-16.889
2015,1,30,200,3,0,12.2186,46.4891
2014,1,20,200,1,1,82.5891,28.5237
2016,1,30,100,0,0,0.4609,51.3734
2012,1,10,200,0,0,101.711,3.2294
2014,2,30,100,0,0,-82.6473,37.5715
2010,2,30,200,0,0,-124.0862,48.4632
2008,1,30,200,0,0,83.4724,27.72
2016,1,30,200,0,0,94.1318,25.7902
2011,1,30,300,7,0,103.3724,3.8125
2014,1,10,200,8,0,106.5464,-6.6687
2015,1,30,300,0,0,72.0903,36.1575
2013,2,30,200,0,0,-115.5834,51.1881
2012,1,10,200,0,0,-123.8215,46.1896
2015,2,10,200,0,0,-82.3808,9.2279
2013,2,30,200,0,0,-122.6629,45.4096
2013,1,10,200,0,0,43.6143,37.2506
2010,2,30,200,0,0,93.4957,24.8961
2010,2,30,100,0,0,-83.426,35.6024
2011,1,10,200,0,0,-75.7796,40.5238
2012,1,30,200,0,0,88.3603,27.0377
2006,2,30,100,0,0,-122.3786,47.7573
2010,2,30,100,0,0,-122.3983,47.5455
2008,1,10,300,10,0,140.7058,-2.5338
2010,1,30,200,2,0,73.7526,34.0049
2014,1,30,100,0,1,122.1009,13.9176
2016,2,30,200,0,0,-108.0336,37.9979
2009,1,30,200,1,0,89.5744,27.044
2016,2,30,200,0,0,73.3757,40.247
2016,1,30,100,0,0,41.9385,41.5951
2011,1,10,200,0,0,74.1937,35.3143
2010,2,30,300,11,0,-99.8654,19.1927
2011,1,30,200,0,0,74.9437,33.0165
2011,2,30,200,0,0,-81.5627,38.1721
2013,1,10,200,0,0,101.0334,4.585
2008,1,30,300,0,0,103.71,27.33
2010,1,30,200,0,0,72.8929,19.1095
2011,1,30,200,4,0,85.1893,27.9358
2011,2,30,200,0,0,-83.6816,36.6015
2013,2,30,200,0,0,34.3955,1.0585
2011,2,30,100,0,0,-123.428,38.6929
2011,1,30,100,0,0,124.981,10.0884
2011,1,30,100,0,0,-80.138,40.521
2014,1,20,200,2,0,85.6016,27.8953
2011,1,30,200,0,0,77.9258,31.2403
2013,1,30,200,0,0,124.8763,6.4564
2014,2,30,200,0,0,-120.0968,47.7619
2010,1,30,200,1,0,100.4419,-0.6409
2011,1,30,200,0,0,79.5192,30.6509
2016,2,30,200,0,0,-94.026,44.1476
2010,2,10,200,2,0,106.8776,-6.5044
2013,2,30,200,0,0,-111.2517,39.9638
2016,1,10,200,0,0,-113.7718,48.7489
2013,2,30,200,3,0,29.984,0.1679
2015,1,20,200,0,1,74.3279,34.2088
2010,2,10,100,0,0,-77.8416,72.6275
2012,1,10,200,0,0,-123.9171,45.7204
2011,1,30,100,0,0,150.6131,-34.1564
2014,2,10,100,0,0,-122.8714,49.2336
2014,1,10,100,7,0,92.3576,24.8669
2013,1,10,200,0,0,104.8613,27.5862
2007,1,10,200,1,0,93.9136,25.7428
2012,1,30,200,0,0,34.2544,1.0171
2010,2,30,200,0,0,-81.1194,37.3042
2010,1,30,200,0,0,17.6627,49.4288
2010,1,30,200,0,0,-43.2631,-22.9529
2010,2,30,200,0,0,-106.3538,39.068
2015,1,30,200,0,0,88.0839,26.8366
2012,1,30,300,9,0,79.7758,29.841
2015,1,30,100,0,0,-80.4138,38.4807
2012,1,10,200,0,0,106.9516,-6.9031
2011,1,30,100,0,0,152.6019,-27.4839
2011,2,30,200,1,5,126.1513837,7.217953309
2008,1,10,200,0,0,130.5773,32.6457
2010,1,30,200,7,0,92.22263842,20.92931962
2011,1,30,200,0,0,124.3655,9.6514
2009,1,10,200,2,0,39.7365,40.9792
2013,1,30,200,0,0,106.8099,-6.1984
2012,1,30,200,0,0,-93.1774,35.9631
2017,1,10,100,0,0,174.7789668,-41.31460954
2013,1,30,100,1,0,88.4674,27.0599
2007,1,30,200,10,0,74.3313,33.9659
2010,1,30,100,0,0,-124.0356,40.8421
2007,1,10,200,0,0,83.529,27.9271
2011,1,30,100,0,0,-75.5082,5.0657
2015,1,20,200,1,0,92.7878,23.3572
2011,1,10,200,2,0,83.4643,27.8173
2006,2,30,100,0,0,-122.3263,47.8961
2010,1,30,200,0,0,34.8078,-0.3536
2010,1,30,200,0,0,94.11603493,25.61560252
2015,2,10,100,0,0,-117.4965,49.4635
2008,1,30,200,2,0,84.37740614,28.01031874
2010,1,30,200,0,0,94.8833,26.4333
2011,2,30,200,2,0,118.512,28.9012
2016,2,30,200,0,0,74.4438,41.7246
2009,2,30,100,0,0,-122.2136,47.9933
2016,2,30,200,0,0,75.8147,41.1746
2011,2,10,200,0,0,-109.3279,33.6423
2007,2,10,100,0,0,-157.829,21.3131
2007,1,30,200,6,0,29.274,-1.67
2011,1,30,200,0,0,123.8789,10.3315
2007,1,10,200,0,0,116.831,-1.2654
2009,2,30,200,0,0,-85.521,34.8695
2008,1,10,200,8,0,-75.52,7.16
2015,1,30,200,0,0,79.0479,30.6838
2010,1,30,200,0,0,107.9547,-7.3411
2010,1,30,200,0,0,-122.8089,45.6182
2010,1,30,100,0,0,-71.2165,42.1433
2011,1,30,100,0,0,115.0182,4.9726
2012,1,30,200,0,0,150.314,-33.7341
2010,1,30,200,0,0,123.8131,10.294
2010,1,30,200,0,0,84.67982275,27.81229512
2007,2,30,200,0,0,68.214,38.533
2014,2,30,300,0,0,-117.8879,34.1469
2010,1,30,200,0,0,45.8107,40.57
2009,1,30,200,0,0,75.9957,11.4816
2010,1,30,200,0,0,-124.3964,49.3566
2007,1,30,300,0,0,70.44,40.75
2011,1,30,100,0,0,-121.9157,37.6456
2007,1,10,100,0,0,-109.8662,44.4659
2013,2,30,200,4,0,109.0559,35.9672
2012,1,10,200,0,0,106.8762,-6.9092
2016,1,30,200,0,1,130.6,31.808
2015,2,10,200,0,0,-82.7256,36.9186
2011,1,30,200,0,0,81.0714,7.2753
2009,2,30,200,3,0,104.7608,-5.516
2010,1,30,200,0,0,78.4151,30.966
2011,1,30,300,0,0,-61.2984,10.7901
2010,1,10,200,0,0,80.3019,7.2558
2010,1,30,200,0,0,-91.5168,15.2164
2015,2,30,100,0,0,-122.4471,47.2671
2014,1,20,100,0,0,-69.6188,44.0765
2014,1,10,100,0,0,91.7548,26.1314
2007,1,10,200,2,0,87.2167,27.3667
2010,2,30,200,0,0,-117.1935,34.1407
2013,1,10,200,0,0,106.7588,34.3752
2011,1,30,200,0,0,-85.0141,10.8916
2011,2,10,100,0,0,-120.9174,46.8077
2010,1,30,200,0,0,120.5876,16.4003
2010,1,30,100,0,0,-74.8163,42.5435
2014,1,30,200,13,0,74.3723,33.5405
2011,1,30,200,0,0,123.511,10.717
2014,1,20,100,0,0,84.8051,27.8126
2014,1,10,200,2,6,82.2494,28.9446
2010,1,30,200,0,0,78.4401,30.7332
2011,2,30,200,0,0,-66.9425,10.5259
2016,2,30,200,0,0,-108.0294,37.9948
2010,2,30,200,0,0,-83.0946,35.526
2015,1,10,200,0,0,-82.4569,8.7463
2015,1,20,200,0,0,98.9765,2.9523
2015,1,20,200,0,0,126.1696,9.234
2010,1,30,200,0,0,-61.5636,10.6963
2008,1,10,200,0,0,106.7361,10.7069
2012,1,30,200,0,0,10.1348,63.3783
2008,1,30,200,0,0,94.1167,27.2333
